text,catagory,url,id
BEKANT綠色黑色右側轉角書桌工作桌黑色實木貼皮梣木白色產品資訊經久耐用可當作咖啡桌和工作桌使用提供充足的桌面空間底下有電線收納空間的實用設計可調整成坐姿和站勢移動身體讓你更舒服的工作提供10年品質保證欲知更多細則請參閱品質保證書桌面可調整高度65125公分確保符合人體工學的工作姿勢桌面底下附電線收納網可使桌面保持整齊乾淨圓弧桌面設計讓你的手腕及手臂在書寫時得到充份的支撐可用溫和清潔劑擦拭乾淨用乾淨的布擦乾定期檢查組裝配件是否牢固必要時請重新鎖緊你要知道顧客利益讓你方便工作只要簡單的按一下BEKANT電動式桌面底框的按鈕就能提高或降低桌子的高度讓你經常變換工作姿勢方便活動身體適合坐著工作的最低桌面高度為65公分適合站立工作的最高桌面高度為125公分經測試適合辦公室使用並符合耐用度及穩定度的測試標準設計師KMalmvallELiljaLwenhielm,右側轉角書桌/工作桌,https://www.ikea.com.tw/zh/products/office-workspace/office-desks-and-tables/bekant-spr-39282334,392.823.34
BEKANT白色右側轉角書桌工作桌實木貼皮染白橡木黑色產品資訊經久耐用可當作咖啡桌和工作桌使用提供充足的桌面空間底下有電線收納空間的實用設計提供10年品質保證欲知更多細則請參閱品質保證書圓弧桌面設計讓你的手腕及手臂在書寫時得到充份的支撐可調整成坐姿和站勢移動身體讓你更舒服的工作桌面可調整高度65125公分確保符合人體工學的工作姿勢桌面底下附電線收納網可使桌面保持整齊乾淨可用溫和清潔劑擦拭乾淨用乾淨的布擦乾定期檢查組裝配件是否牢固必要時請重新鎖緊你要知道顧客利益讓你方便工作只要簡單的按一下BEKANT電動式桌面底框的按鈕就能提高或降低桌子的高度讓你經常變換工作姿勢方便活動身體適合坐著工作的最低桌面高度為65公分適合站立工作的最高桌面高度為125公分經測試適合辦公室使用並符合耐用度及穩定度的測試標準設計師KMalmvallELiljaLwenhielm,右側轉角書桌/工作桌,https://www.ikea.com.tw/zh/products/office-workspace/office-desks-and-tables/bekant-spr-39282386,392.823.86
BEKANT碳黑色書桌工作桌黑色實木貼皮梣木黑色產品資訊經久耐用可當作咖啡桌和工作桌使用提供充足的桌面空間底下有電線收納空間的實用設計桌腳可調整高度6585公分方便將桌面固定在適合的高度提供10年品質保證欲知更多細則請參閱品質保證書桌面底下附電線收納網可使桌面保持整齊乾淨圓弧桌面設計讓你的手腕及手臂在書寫時得到充份的支撐可用溫和清潔劑擦拭乾淨用乾淨的布擦乾定期檢查組裝配件是否牢固必要時請重新鎖緊你要知道經測試適合辦公室使用並符合耐用度及穩定度的測試標準環境桌面底框n如果當地機構提供相關服務可進行回收利用n設計師KMalmvallELiljaLwenhielm,書桌/工作桌,https://www.ikea.com.tw/zh/products/office-workspace/office-desks-and-tables/bekant-spr-39282584,392.825.84
BEKANT實木貼皮書桌工作桌實木貼皮染白橡木白色產品資訊經久耐用可當作咖啡桌和工作桌使用提供充足的桌面空間底下有電線收納空間的實用設計桌腳可調整高度6585公分方便將桌面固定在適合的高度提供10年品質保證欲知更多細則請參閱品質保證書桌面底下附電線收納網可使桌面保持整齊乾淨圓弧桌面設計讓你的手腕及手臂在書寫時得到充份的支撐可用溫和清潔劑擦拭乾淨用乾淨的布擦乾定期檢查組裝配件是否牢固必要時請重新鎖緊你要知道經測試適合辦公室使用並符合耐用度及穩定度的測試標準環境桌面底框n如果當地機構提供相關服務可進行回收利用n設計師KMalmvallELiljaLwenhielm,書桌/工作桌,https://www.ikea.com.tw/zh/products/office-workspace/office-desks-and-tables/bekant-spr-39282678,392.826.78
BEKANT深灰色轉角書桌工作桌右側油氈藍色黑色產品資訊經久耐用可當作咖啡桌和工作桌使用提供充足的桌面空間底下有電線收納空間的實用設計桌腳可調整高度6585公分方便將桌面固定在適合的高度提供10年品質保證欲知更多細則請參閱品質保證書桌面底下附電線收納網可使桌面保持整齊乾淨圓弧桌面設計讓你的手腕及手臂在書寫時得到充份的支撐可用溫和清潔劑擦拭乾淨用乾淨的布擦乾定期檢查組裝配件是否牢固必要時請重新鎖緊你要知道顧客利益天然又舒適的工作環境BEKANT桌面採用油氈製成含100天然材料表面柔軟無光澤能讓你舒服的工作且具有吸音效果還能降低刺眼的反光為你營造更天然更舒適的工作環境經測試適合辦公室使用並符合耐用度及穩定度的測試標準環境轉角桌面底框n如果當地機構提供相關服務可進行回收利用n右側轉角桌面n油氈含100天然材料如軟木粉木粉石灰石粉亞麻仁油樹脂及天然顏料n設計師KMalmvallELiljaLwenhielm,轉角書桌/工作桌,https://www.ikea.com.tw/zh/products/office-workspace/office-desks-and-tables/bekant-spr-39282881,392.828.81
DELAKTIG白色雙人床框鋁質藤製附床底板條床頭板產品資訊床頭板的天然纖維與鋁框的圓角設計為工業風外觀增添柔和溫暖質感可搭配DELAKTIG框架用邊桌以吸塵器清理定期用濕抹布沾溫和清潔劑擦拭乾淨用乾淨的布擦乾放在暖氣機或其它熱源附近可能使材料變乾和變質請用抹布沾溫和清潔劑擦拭乾淨用乾淨的布擦乾你要知道顧客利益結合不同材料和生產方法使用比木材更穩定更輕的材料製作鋁質椅框而且50材料可以回收處理有別於其他的家具製作方式我們先尋找更多能彈性運用的可能性以更符合居家生活需求DELAKTIG沙發可以用不同方式延續它的生命設計師說當你不需要DELAKTIG沙發時別丟掉它不妨改變它的用途或回收處理製成新產品你也可以把它留給孩子讓他們離開家時帶去其他地方使用此組合價格包含SKORVA床中柱但是分開包裝如果透過網站購買床產品運送包含SKORVA床中柱附床底板條需搭配高度18公分以上的床墊環境床框n本產品的鋁含量50以上採用再生鋁製成n設計師TomDixonIKEAofSweden,雙人床框,https://www.ikea.com.tw/zh/products/beds/bed-frames/delaktig-spr-39287548,392.875.48
BEKANT白色工作桌附隔屏油氈藍色白色產品資訊提供10年品質保證欲知更多細則請參閱品質保證書桌腳可調整高度6585公分方便將桌面固定在適合的高度桌面深可提供寬敞的工作空間讓你坐得舒適與電腦螢幕保持適當距離具有吸音功能可提供隱密性營造安靜和愉悅的工作環境容易安裝在BEKANT桌面創造個人工作空間可固定大頭針當作留言板使用定期檢查組裝配件是否牢固必要時請重新鎖緊用乾布擦拭可用溫和清潔劑擦拭乾淨用乾淨的布擦乾你要知道顧客利益天然又舒適的工作環境BEKANT桌面採用油氈製成含100天然材料表面柔軟無光澤能讓你舒服的工作且具有吸音效果還能降低刺眼的反光為你營造更天然更舒適的工作環境經測試適合辦公室使用並符合耐用度及穩定度的測試標準環境桌面底框n如果當地機構提供相關服務可進行回收利用n桌面n油氈含100天然材料如軟木粉木粉石灰石粉亞麻仁油樹脂及天然顏料n設計師KMalmvallELiljaLwenhielm,工作桌附隔屏,https://www.ikea.com.tw/zh/products/office-workspace/office-desks-and-tables/bekant-spr-39287949,392.879.49
BEKANT深灰色工作桌附隔屏黑色實木貼皮梣木黑色產品資訊可調整姿勢移動身體讓你更舒服的工作桌面可依需求調整高度65125公分實木貼皮表面耐用抗污容易保持乾淨桌面深可提供寬敞的工作空間讓你坐得舒適與電腦螢幕保持適當距離具有吸音功能可提供私人空間營造安靜和愉悅的工作環境容易安裝在BEKANT桌面創造個人工作空間可固定大頭針當作留言板使用定期檢查組裝配件是否牢固必要時請重新鎖緊用乾布擦拭可用溫和清潔劑擦拭乾淨用乾淨的布擦乾你要知道經測試適合辦公室使用並符合耐用度及穩定度的測試標準環境桌面底框n如果當地機構提供相關服務可進行回收利用n設計師KMalmvallELiljaLwenhielm,工作桌附隔屏,https://www.ikea.com.tw/zh/products/office-workspace/office-desks-and-tables/bekant-spr-39288067,392.880.67
BEKANT綠色黑色工作桌附隔屏實木貼皮染白橡木黑色產品資訊實木貼皮表面耐用抗污容易保持乾淨桌面深可提供寬敞的工作空間讓你坐得舒適與電腦螢幕保持適當距離具有吸音功能可提供隱密性營造安靜和愉悅的工作環境可固定大頭針當作留言板使用提供10年品質保證欲知更多細則請參閱品質保證書定期檢查組裝配件是否牢固必要時請重新鎖緊用乾布擦拭可用溫和清潔劑擦拭乾淨用乾淨的布擦乾你要知道經測試適合辦公室使用並符合耐用度及穩定度的測試標準環境桌面底框n如果當地機構提供相關服務可進行回收利用n設計師KMalmvallELiljaLwenhielm,工作桌附隔屏,https://www.ikea.com.tw/zh/products/office-workspace/office-desks-and-tables/bekant-spr-39288213,392.882.13
BEKANT黑色升降式櫃台桌油氈藍色黑色產品資訊桌面深可提供寬敞的工作空間讓你坐得舒適與電腦螢幕保持適當距離提供10年品質保證欲知更多細則請參閱品質保證書可調整成坐姿和站勢移動身體讓你更舒服的工作桌面可調整高度65125公分確保符合人體工學的工作姿勢隔屏具有吸音功能可提供私人空間營造安靜和愉悅的工作環境可固定大頭針當作留言板使用定期檢查組裝配件是否牢固必要時請重新鎖緊用乾布擦拭可用溫和清潔劑擦拭乾淨用乾淨的布擦乾你要知道顧客利益讓你方便工作只要簡單的按一下BEKANT電動式桌面底框的按鈕就能提高或降低桌子的高度讓你經常變換工作姿勢方便活動身體適合坐著工作的最低桌面高度為65公分適合站立工作的最高桌面高度為125公分天然又舒適的工作環境BEKANT桌面採用油氈製成含100天然材料表面柔軟無光澤能讓你舒服的工作且具有吸音效果還能降低刺眼的反光為你營造更天然更舒適的工作環境經測試適合辦公室使用並符合耐用度及穩定度的測試標準環境桌面n油氈含100天然材料如軟木粉木粉石灰石粉亞麻仁油樹脂及天然顏料n設計師KMalmvallELiljaLwenhielm,升降式櫃台桌,https://www.ikea.com.tw/zh/products/office-workspace/office-desks-and-tables/bekant-spr-39288270,392.882.70
EKEDALENEKEDALEN白色白色餐桌附4張餐椅白色orrsta淺灰色產品資訊即使只有一個人也能快速順利地延伸桌子為客人提供座位獨特的紋路圖案與木紋的自然變化使每張桌子都獨一無二適合搭配同系列餐椅和長凳也可搭配其他IKEA餐椅用聰明的設計讓未延伸的桌面毫無接縫美觀又耐用活動桌板可收在桌面底下方便使用延伸時桌腳會跟著桌面移動使桌子更加平穩底下可放置更多座椅你要知道設計師EhlnJohansson,餐桌附4張餐椅,https://www.ikea.com.tw/zh/products/dining-tables/tables/ekedalen-ekedalen-spr-39296859,392.968.59
NORRARYDNORRKER白色白色餐桌附4張餐椅樺木黑色產品資訊表面塗亮光漆容易擦拭乾淨獨特的紋路圖案與木紋的自然變化使每張桌子都獨一無二圓弧形邊角可降低小朋友撞傷的危險可坐4人實木椅框天然材質十分耐用座椅寬敞讓你輕鬆找到舒適的位置可用柔軟的溼布及溫和的清潔劑或肥皂擦拭乾淨用乾淨的布擦乾用乾淨的布擦乾你要知道經測試適合公用空間使用符合安全性耐用度和穩定度標準經測試適合公用空間使用符合安全性耐用度和穩定度標準設計師JKarlssonNKarlssonNikeKarlsson,餐桌附4張餐椅,https://www.ikea.com.tw/zh/products/dining-tables/tables/norraryd-norraker-spr-39297241,392.972.41
EKEDALENTOSSBERG白色白色餐桌附4張餐椅深棕色金屬灰色產品資訊耐用的餐桌椅能讓你輕鬆享用豐盛晚餐一個人就能延伸桌面而且桌腳會隨著桌面移動底下可放置更多座椅用聰明的設計讓未延伸的桌面毫無接縫美觀又耐用獨特的紋路圖案與木紋的自然變化使每張桌子都獨一無二即使只有一個人也能快速順利地延伸桌子為客人提供座位活動桌板可收在桌面底下方便使用延伸時桌腳會跟著桌面移動使桌子更加平穩底下可放置更多座椅適合搭配同系列餐椅和長凳也可搭配其他IKEA餐椅後靠時餐椅扶手長度可提供適當支撐用餐時扶手較短能讓你更靠近餐桌你要知道設計師EhlnJohanssonIKEAofSweden,餐桌附4張餐椅,https://www.ikea.com.tw/zh/products/dining-tables/tables/ekedalen-tossberg-spr-39297260,392.972.60
LISABOTOSSBERG白色白色餐桌附4張餐椅黑色金屬灰色產品資訊我們為LISABO系列感到驕傲這個系列的經典設計獲得國際紅點設計大獎產品堅固耐用容易組裝質感輕巧具有手工質感天然木頭材質桌面和桌腳具有不同木紋使桌子更顯獨特風格每根桌腳只使用1個固定配件容易組裝實木桌腳耐用的天然材質木頭紋理富有變化呈現溫暖自然質感弧形座椅及椅背能讓你坐得舒服自在請用抹布沾溫和清潔劑擦拭乾淨用乾淨的布擦乾請用抹布沾溫和清潔劑擦拭乾淨用乾淨的布擦乾你要知道可坐4個人設計師KHagbergMHagbergIKEAofSweden,餐桌附4張餐椅,https://www.ikea.com.tw/zh/products/dining-tables/tables/lisabo-tossberg-spr-39297279,392.972.79
MRBYLNGABALTSAR橡木orrsta淺灰色餐桌附4張餐椅實木貼皮橡木棕色黑藍色產品資訊實心橡木頂層使每張桌子獨一無二且經久耐用讓你感到驕傲以現代生產技術用較少的木頭製成呈現木板質感橡木是一種堅韌耐用的硬木表面有明顯的紋路經久使用後顏色變淺更顯美觀獨特的紋路圖案與木紋的自然變化使每張桌子都獨一無二以密集板為底層表面覆蓋實心木材層壓製成具有環保特性特殊邊緣設計增添木質風格厚實木板桌子外觀賦予質樸風格圓弧形椅背和座椅讓你坐得舒適經測試符合最嚴格的穩定性耐用度和安全性的標準經久耐用適合日常居家使用請用抹布沾溫和清潔劑擦拭乾淨用乾淨的布擦乾桌面開始磨損或變乾時可塗上木質保養油保養桌面已預先塗上硬質蠟油表面開始磨損時再上油保養請定期使用ABSORB皮革清潔組保養皮革以維持最佳皮革表面u3000u3000u3000u3000u3000u3000u3000u3000u3000你要知道可坐6個人底層為密集板表面覆蓋3公厘實心橡木環境桌子nIKEA對於製作產品的木頭來源有明確的標準規範包含禁止使用非法砍伐或來自天然原始林的木頭在2020年年底前我們決定完全使用來自有森林管理認證林場的木頭或可回收材料n設計師SLanneskogJMarnellCarljerstam,餐桌附4張餐椅,https://www.ikea.com.tw/zh/products/dining-seating/chairs-incl-covers-folding-chairs/morbylanga-baltsar-spr-39297302,392.973.02
NILSOVEYPPERLIG白色白色餐桌附4張餐椅梣木籐製白色產品資訊桌面較寬可提供更多空間方便用餐寫作業做勞作和其他活動梣木貼皮表面與實心樺木桌腳可增添自然溫暖的居家佈置風格桌面底部有預鑽孔方便安裝輕質結構製作時使用較少的實木降低對環境的衝擊你要知道顧客利益設計師AndreasFredrikssonJonasHultqvistWillyChong我們喜歡用籐竹子等天然纖維設計產品這些天然可再生材料能提供絕佳機會讓我們製造獨一無二的產品這項企劃案最有趣的部分是我們可以用創新的方式運用這些材料我們喜歡用天然纖維製造家具經常結合現代風格的金屬底框創造輕巧質感容易移動同時採用平整包裝不僅友善環境還能讓你輕鬆帶回家使用環境桌子n可再生材質木材n桌子nIKEA對於製作產品的木頭來源有明確的標準規範包含禁止使用非法砍伐或來自天然原始林的木頭在2020年年底前我們決定完全使用來自有森林管理認證林場的木頭或可回收材料n桌子n產品材質可回收利用請依照當地規定處理n扶手椅n可再生材質籐n扶手椅n可再生材質竹子n扶手椅n產品材質可回收利用請依照當地規定處理n設計師HAYAFredrikssonJHultqvistWChong,餐桌附4張餐椅,https://www.ikea.com.tw/zh/products/dining-tables/tables/nilsove-ypperlig-spr-39297632,392.976.32
SVENBERTIL淺橄欖綠dietmar鍍鉻旋轉椅白色balsberget白色產品資訊弧形座椅及椅背能讓你坐得舒服自在座椅經過特殊表面處理可防滑你要知道環境椅座n產品材質可回收利用請依照當地規定處理n設計師MiaLagerman,旋轉椅,https://www.ikea.com.tw/zh/products/dining-seating/chairs-incl-covers-folding-chairs/svenbertil-spr-39303124,393.031.24
LEIFARNE白色米色餐椅淺橄欖綠ernfrid樺木產品資訊選擇喜歡的底框和椅座或發揮創意混搭最多可創造出30種組合圓弧形座椅及椅背讓你坐得舒服附可調式塑膠椅腳增添穩固性弧形座椅及椅背能讓你坐得舒服自在座椅經過特殊表面處理可防滑實木椅腳耐用的天然材質請用抹布沾溫和清潔劑擦拭乾淨用乾淨的布擦乾用乾淨的布擦乾組裝後及必要時每兩周重新鎖緊螺絲以增加穩固性你要知道經測試適合居家使用符合耐用度和安全性標準環境底架n產品材質可回收利用請依照當地規定處理n設計師MiaLagerman,餐椅,https://www.ikea.com.tw/zh/products/dining-seating/chairs-incl-covers-folding-chairs/leifarne-spr-39304185,393.041.85
ODGERLISABO橡木orrsta淺灰色餐桌附4張餐椅實木貼皮梣木碳黑色產品資訊我們為LISABO系列感到驕傲這個系列的經典設計獲得國際紅點設計大獎產品堅固耐用容易組裝質感輕巧具有手工質感每根桌腳只使用1個固定配件容易組裝梣木貼皮表面搭配實心樺木桌腳可增添自然溫暖的居家佈置風格實木桌腳耐用的天然材質木頭紋理富有變化呈現溫暖自然質感梣木是一種堅韌的硬木表面有漂亮的紋理經久使用後顏色變深呈現深黃色經測試符合最嚴格的穩定性耐用度和安全性的標準經久耐用適合日常居家使用圓弧形座椅和椅背讓你坐得舒適弧形椅背設計讓你坐得更舒適環保材質平滑表面及簡約線條使椅子容易擦拭乾淨組裝時不用工具只需利用座椅底部的裝置卡住固定請用抹布沾溫和清潔劑擦拭乾淨用乾淨的布擦乾請用抹布沾溫和清潔劑擦拭乾淨請依照需求重新鎖緊螺絲確保產品維持最佳狀態用乾淨的布擦乾你要知道經測試適合居家使用符合耐用度和安全性標準建議僅於室內使用可坐4個人可搭配FIXA自黏式地板防刮傷墊片保護底下表面不受刮損傷害設計師KHagbergMHagbergJLfgrenJPettersson,餐桌附4張餐椅,https://www.ikea.com.tw/zh/products/dining-seating/chairs-incl-covers-folding-chairs/odger-lisabo-spr-39305062,393.050.62
NORDVIKENNORDVIKEN橡木orrsta淺灰色餐桌附4張餐椅黑色黑色產品資訊傳統風格很快就能成為家庭聚會的地方NORDVIKEN延伸桌可提供46人座位NORDVIKEN餐椅可讓你坐得舒適可用柔軟的溼布及溫和的清潔劑或肥皂擦拭乾淨用乾淨的布擦乾你要知道顧客利益設計師FrancisCayouette構思NORDVIKEN系列時我想設計餐廳家具適合不同活動共用及個人使用家具可隨著生活需求改變容易擺放和使用經測試適合公用空間使用符合安全性耐用度和穩定度標準經測試適合公用空間使用符合安全性耐用度和穩定度標準設計師FrancisCayouette,餐桌附4張餐椅,https://www.ikea.com.tw/zh/products/dining-tables/tables/nordviken-nordviken-spr-39305156,393.051.56
NORDVIKENNORRARYD白色白色餐桌附4張餐椅白色黑色產品資訊這張寬敞的木質餐桌擁有傳統風格可打造和家人朋友相聚的地方堅固耐用的結構滑順的延伸裝置使餐桌長久受到喜愛木質餐桌堅固耐用具有傳統風格可搭配各種居家風格從現代風到鄉村風都很適合空間大可提供6人座位適合不同家庭使用餐桌可為用餐空間增添自然氣息質樸的白色表面可突顯木紋之美活動桌板用安全配件固定可避免從桌面底下拿出時掉落休息時中間橫木可為雙腳提供放鬆支撐含2片活動桌板可收納在桌面底下需要時可放在長邊兩側延伸即使只有一個人也能快速順利地延伸桌子為客人提供座位實木底框可使結構更耐用表面塗亮光漆容易擦拭乾淨圓弧形椅背和座椅讓你坐得舒適座椅寬敞讓你輕鬆找到舒適的位置實木椅框天然材質十分耐用可用柔軟的溼布及溫和的清潔劑或肥皂擦拭乾淨用乾淨的布擦乾請依照需求重新鎖緊螺絲確保產品維持最佳狀態你要知道經測試適合居家使用符合耐用度和安全性標準經測試適合公用空間使用符合安全性耐用度和穩定度標準建議僅於室內使用可坐46個人設計師FrancisCayouetteNikeKarlsson,餐桌附4張餐椅,https://www.ikea.com.tw/zh/products/dining-tables/tables/nordviken-norraryd-spr-39305175,393.051.75
LERHAMN白色白色餐桌附4張餐椅淺仿古染色染白色vittaryd米色產品資訊可坐4人表面塗亮光漆容易擦拭乾淨實木椅框天然材質十分耐用布套可用洗衣機清洗你要知道環境餐椅桌子n如果當地機構提供相關服務可進行回收利用n餐椅桌子n100可再生材質不含配件n餐椅桌子nIKEA對於製作產品的木頭來源有明確的標準規範包含禁止使用非法砍伐或來自天然原始林的木頭在2020年年底前我們決定完全使用來自有森林管理認證林場的木頭或可回收材料n設計師NikeKarlsson,餐桌附4張餐椅,https://www.ikea.com.tw/zh/products/dining-tables/tables/lerhamn-spr-39306274,393.062.74
RNNINGEVEDBO白色白色餐桌附4張餐椅白色樺木產品資訊柔和圓弧座椅和椅背讓你坐得舒適可用溫和清潔劑擦拭乾淨請用抹布沾溫和清潔劑擦拭乾淨用乾淨的布擦乾用乾淨的布擦乾請依照需求重新鎖緊螺絲確保產品維持最佳狀態你要知道建議僅於室內使用可坐46個人可用海綿清除污漬和輕微刮傷可加裝FIXA自黏式地板防刮傷墊片保護接觸表面避免磨損設計師FrancisCayouetteMajaGanszyniec,餐桌附4張餐椅,https://www.ikea.com.tw/zh/products/dining-tables/tables/ronninge-vedbo-spr-39306882,393.068.82
GRIMSBU白色單人床框白色附lury床底板條產品資訊簡約耐用又容易擺放低矮設計適合放在窗戶或傾斜式天花板下方底下可放置收納盒只需幾個簡單的步驟即可組裝完成rxa0小巧設計適用於有限空間或低矮的室內讓你充分運用現有空間鋼質框架表面塗上粉末塗料堅固耐用且容易保養r床底下可放收納盒放置棉被和枕頭r含17條高壓合板可依身體的重量調整提高床墊的支撐度r方便用吸塵器清潔床框底下使下方空間保持乾淨請用抹布沾溫和清潔劑擦拭乾淨用乾淨的布擦乾你要知道可搭配GIMSE或VARD床底收納盒將床底空間變成額外的儲物空間r可搭配KNARREVIK床邊桌r產品價格含LURY床底板條但分開包裝需另購床墊和寢具r環境床底板條n本產品重量50以上採用可再生材質製成n床底板條n可再生材質木材設計師IKEAofSweden,單人床框,https://www.ikea.com.tw/zh/products/beds/bed-frames/grimsbu-spr-39311930,393.119.30
SKARSTA白色升降式工作桌白色產品資訊工作時從坐姿變成站姿對身體有益曲柄把手能讓你活動手臂同時調整桌面高度移動身體讓你更舒服的工作可調整姿勢移動身體讓你更舒服的工作只要轉動曲柄就能將書桌高度調整成70120公分讓你找到舒適的坐或站立位置曲柄把手可安裝在左側或右側方便習慣使用左手或右手的人使用不使用時可將曲柄把手滑入桌面下方使外觀保持乾淨整齊含可調式桌腳即使地板不平也能穩固放置提供10年品質保證欲知更多細則請參閱品質保證書請用抹布沾溫和清潔劑擦拭乾淨用乾淨的布擦乾你要知道經設計和測試適合辦公室使用可搭配SIGNUM電線收納組將電線一併收納設計師JonKarlsson,升降式工作桌,https://www.ikea.com.tw/zh/products/office-workspace/office-desks-and-tables/skarsta-spr-39324819,393.248.19
LINNMONLERBERG黑棕色灰色桌子白色紅色產品資訊可混搭桌面和桌腳分開購買打造適合空間的設計和尺寸蜂巢板材質耐用又輕巧外框部分是實木密集板或纖維板內層填充回收紙使用較少的原料且容易運送可降低對環境的衝擊蜂巢板材質耐用又輕巧外框部份是纖維板整片覆蓋在密集板或實木的邊框使用較少的原料且易搬運可降低對環境的衝擊請用抹布沾溫和清潔劑擦拭乾淨用乾淨的布擦乾你要知道附塑膠緩衝墊放在桌子下方時可防止滑動設計師IKEAofSweden,桌子,https://www.ikea.com.tw/zh/products/home-workspace/home-desks/linnmon-lerberg-spr-39330815,393.308.15
LINNMONLERBERG黑棕色灰色桌子白色紅色產品資訊可混搭桌面和桌腳分開購買打造適合空間的設計和尺寸蜂巢板材質耐用又輕巧外框部分是實木密集板或纖維板內層填充回收紙使用較少的原料且容易運送可降低對環境的衝擊蜂巢板材質耐用又輕巧外框部份是纖維板整片覆蓋在密集板或實木的邊框使用較少的原料且易搬運可降低對環境的衝擊請用抹布沾溫和清潔劑擦拭乾淨用乾淨的布擦乾你要知道附塑膠緩衝墊放在桌子下方時可防止滑動設計師IKEAofSweden,桌子,https://www.ikea.com.tw/zh/products/home-workspace/home-desks/linnmon-lerberg-spr-39330962,393.309.62
LINNMONLERBERG深灰色桌子綠色藍色產品資訊可混搭桌面和桌腳分開購買打造適合空間的設計和尺寸蜂巢板材質耐用又輕巧外框部分是實木密集板或纖維板內層填充回收紙使用較少的原料且容易運送可降低對環境的衝擊蜂巢板材質耐用又輕巧外框部份是纖維板整片覆蓋在密集板或實木的邊框使用較少的原料且易搬運可降低對環境的衝擊請用抹布沾溫和清潔劑擦拭乾淨用乾淨的布擦乾你要知道附塑膠緩衝墊放在桌子下方時可防止滑動設計師IKEAofSweden,桌子,https://www.ikea.com.tw/zh/products/home-workspace/home-desks/linnmon-lerberg-spr-39331023,393.310.23
LINNMONLALLE黑色桌子黑色合板產品資訊可混搭桌面和桌腳分開購買打造適合空間的設計和尺寸蜂巢板材質耐用又輕巧外框部分是實木密集板或纖維板內層填充回收紙使用較少的原料且容易運送可降低對環境的衝擊有預鑽孔方便安裝桌腳請用抹布沾溫和清潔劑擦拭乾淨用乾淨的布擦乾你要知道設計師IKEAofSwedenTinaChristensen,桌子,https://www.ikea.com.tw/zh/products/home-workspace/home-desks/linnmon-lalle-spr-39331377,393.313.77
LINNMONADILS黑棕色灰色桌子黑色合板產品資訊可混搭桌面和桌腳分開購買打造適合空間的設計和尺寸含可調式桌腳即使地板不平也能穩固放置預先鑽孔方便安裝桌腳有預鑽孔方便安裝桌腳蜂巢板材質耐用又輕巧外框部分是實木密集板或纖維板內層填充回收紙使用較少的原料且容易運送可降低對環境的衝擊請用抹布沾溫和清潔劑擦拭乾淨用乾淨的布擦乾你要知道附桌腳與桌面的連接螺絲設計師IKEAofSweden,桌子,https://www.ikea.com.tw/zh/products/home-workspace/home-desks/linnmon-adils-spr-39331382,393.313.82
LINNMONOLOV黑色桌子綠色白色產品資訊可混搭桌面和桌腳分開購買打造適合空間的設計和尺寸桌腳高度可調整成6090公分將桌面安裝在適合的高度塑膠桌腳設計移動桌子時不易刮傷地板蜂巢板材質耐用又輕巧外框部分是實木密集板或纖維板內層填充回收紙使用較少的原料且容易運送可降低對環境的衝擊請用抹布沾溫和清潔劑擦拭乾淨用乾淨的布擦乾你要知道附桌腳與桌面的連接螺絲環境可調式支腳n如果當地機構提供相關服務可進行回收利用n設計師IKEAofSweden,桌子,https://www.ikea.com.tw/zh/products/home-workspace/home-desks/linnmon-olov-spr-39335506,393.355.06
HENRIKSDAL淺橄欖綠dietmar鍍鉻餐椅深棕色vibberbo黑色米色產品資訊長時間使用後可將布套拆下清洗HENRIKSDAL餐椅可能是我們最舒適的椅子每次坐下時你可以感受到輕鬆柔軟實木椅腳耐用的天然材質高椅背椅墊含聚酯纖維填充物讓你坐得更舒適HENRIKSDAL椅框的布套可洗滌容易裝上和拆下組裝後及必要時每兩周重新鎖緊螺絲以增加穩固性請用濕布擦拭乾淨用乾淨的布擦乾最高水洗溫度攝氏四十度標準洗程請勿漂白請勿烘乾熨斗底板最高溫度攝氏兩百度之熨燙及壓燙用四氯乙烯及碳氫化物所使用溶劑的專業乾洗並採標準乾洗程序你要知道可搭配FIXA自黏式地板防刮傷墊片保護底下表面不受刮損傷害經測試適合居家使用符合耐用度和安全性標準設計師IKEAofSweden,餐椅,https://www.ikea.com.tw/zh/products/dining-seating/chairs-incl-covers-folding-chairs/henriksdal-spr-39337204,393.372.04
SIBBENLOBERGET灰色兒童書桌椅白色產品資訊可調整座椅高度讓你坐得更舒適可旋轉座椅調整至需要的高度可用濕布擦拭乾淨你要知道可搭配KOLON地板保護墊經測試適合居家空間使用建議712歲孩童使用,兒童書桌椅,https://www.ikea.com.tw/zh/products/home-workspace/home-work-chairs/sibben-loberget-spr-39337713,393.377.13
